year,month,day,hour,wind_speed,air_temp
2023,06,04,01,14.0,6.9
2023,06,04,02,13.8,6.4
2023,06,04,03,13.4,6.1
2023,06,04,04,13.5,5.9
2023,06,04,05,13.4,5.6
2023,06,04,06,12.9,5.5
2023,06,04,07,12.0,5.9
2023,06,04,08,11.9,6.0
2023,06,04,09,13.5,6.2
2023,06,04,10,13.2,6.7
2023,06,04,11,12.6,6.9
2023,06,04,12,15.0,7.4
2023,06,04,13,12.3,7.7
2023,06,04,14,13.8,8.3
2023,06,04,15,14.1,8.3
2023,06,04,16,12.6,8.3
2023,06,04,17,12.6,8.2
2023,06,04,18,14.5,8.1
2023,06,04,19,14.3,8.7
2023,06,04,20,15.5,8.6
2023,06,04,21,14.9,8.5
2023,06,04,22,13.4,8.6
2023,06,04,23,13.1,8.4
2023,06,05,00,10.9,8.5
2023,06,05,01,10.4,8.5
2023,06,05,02,10.9,8.4
2023,06,05,03,10.6,8.4
2023,06,05,04,10.9,8.3
2023,06,05,05,10.1,8.2
2023,06,05,06,10.6,7.9
2023,06,05,07,9.7,7.7
2023,06,05,08,11.1,7.7
2023,06,05,09,11.4,7.7
2023,06,05,10,11.7,7.7
2023,06,05,11,11.9,7.8
2023,06,05,12,11.4,7.8
2023,06,05,13,11.4,8.1
2023,06,05,14,10.3,8.2
2023,06,05,15,8.7,8.5
2023,06,05,16,8.4,8.7
2023,06,05,17,7.5,8.8
2023,06,05,18,7.0,8.8
2023,06,05,19,8.6,9.0
2023,06,05,20,10.2,9.4
2023,06,05,21,9.2,9.6
2023,06,05,22,7.9,9.6
2023,06,05,23,8.1,9.4
2023,06,06,00,9.7,9.6
2023,06,06,01,8.0,9.7
2023,06,06,02,7.5,9.9
2023,06,06,03,7.7,10.2
2023,06,06,04,9.1,10.4
2023,06,06,05,8.3,10.2
2023,06,06,06,9.2,10.2
2023,06,06,07,10.0,10.1
2023,06,06,08,9.4,9.9
2023,06,06,09,8.4,9.8
2023,06,06,10,9.4,9.8
2023,06,06,11,10.2,9.9
2023,06,06,12,9.4,10.0
2023,06,06,13,10.4,10.5
2023,06,06,14,8.5,10.4
2023,06,06,15,7.5,10.6
2023,06,06,16,9.2,10.8
2023,06,06,17,10.6,11.4
2023,06,06,18,9.3,11.2
2023,06,06,19,8.6,10.9
2023,06,06,20,10.3,11.2
2023,06,06,21,9.1,11.3
2023,06,06,22,8.7,10.7
2023,06,06,23,7.7,10.7
2023,06,07,00,7.8,10.5
2023,06,07,01,8.7,10.5
2023,06,07,02,8.3,10.4
2023,06,07,03,8.3,10.2
2023,06,07,04,8.5,9.9
2023,06,07,05,8.3,9.8
2023,06,07,06,9.2,9.6
2023,06,07,07,7.9,9.4
2023,06,07,08,7.3,9.6
2023,06,07,09,6.8,9.5
2023,06,07,10,5.6,9.7
2023,06,07,11,5.2,9.7
2023,06,07,12,5.1,9.4
2023,06,07,13,5.6,9.7
2023,06,07,14,5.5,9.6
2023,06,07,15,5.8,9.8
2023,06,07,16,6.1,10.0
2023,06,07,17,6.6,10.2
2023,06,07,18,6.2,10.1
2023,06,07,19,5.5,10.3
2023,06,07,20,5.3,10.7
2023,06,07,21,6.1,10.2
2023,06,07,22,5.7,10.6
2023,06,07,23,5.7,10.2
2023,06,08,00,5.5,10.2
2023,06,08,01,6.0,10.0
2023,06,08,02,4.9,9.9
2023,06,08,03,4.7,9.8
2023,06,08,04,3.6,10.1
2023,06,08,05,3.5,10.1
2023,06,08,06,2.6,9.8
2023,06,08,07,4.1,9.5
2023,06,08,08,2.6,9.7
2023,06,08,09,0.8,9.4
2023,06,08,10,2.3,10.3
2023,06,08,11,3.2,9.9
2023,06,08,12,3.4,11.4
2023,06,08,13,3.0,11.8
2023,06,08,14,1.0,13.1
2023,06,08,15,3.0,10.8
2023,06,08,16,2.4,11.1
2023,06,08,17,3.8,10.8
2023,06,08,18,4.2,11.1
2023,06,08,19,4.9,11.2
2023,06,08,20,3.7,11.5
2023,06,08,21,4.3,10.9
2023,06,08,22,4.4,10.9
2023,06,08,23,4.2,10.6
2023,06,09,00,4.5,9.6
2023,06,09,01,4.1,8.6
2023,06,09,02,3.7,8.6
2023,06,09,03,4.2,8.3
2023,06,09,04,4.6,8.1
2023,06,09,05,4.7,8.5
2023,06,09,06,4.0,8.5
2023,06,09,07,4.6,8.5
2023,06,09,08,4.7,8.4
2023,06,09,09,4.8,8.3
2023,06,09,10,4.5,8.2
2023,06,09,11,3.9,8.6
2023,06,09,12,3.4,8.7
2023,06,09,13,4.1,8.7
2023,06,09,14,3.8,8.7
2023,06,09,15,4.1,8.9
2023,06,09,16,3.3,8.9
2023,06,09,17,3.8,9.0
2023,06,09,18,3.1,9.2
2023,06,09,19,3.8,9.3
2023,06,09,20,3.7,9.0
2023,06,09,21,2.8,8.8
2023,06,09,22,2.5,9.2
2023,06,09,23,2.6,8.7
2023,06,10,00,1.7,8.6
2023,06,10,01,2.3,8.5
2023,06,10,02,2.2,8.2
2023,06,10,03,2.2,8.1
2023,06,10,04,2.5,8.0
2023,06,10,05,2.1,7.8
2023,06,10,06,1.4,7.6
2023,06,10,07,0.9,7.2
2023,06,10,08,1.1,7.1
2023,06,10,09,0.9,7.3
2023,06,10,10,2.0,7.7
2023,06,10,11,1.9,8.0
2023,06,10,12,2.6,7.9
2023,06,10,13,1.6,8.1
2023,06,10,14,1.5,8.1
2023,06,10,15,1.5,8.7
2023,06,10,16,0.1,9.5
2023,06,10,17,2.4,11.6
2023,06,10,18,3.1,11.9
2023,06,10,19,3.8,12.1
2023,06,10,20,6.2,9.6
2023,06,10,21,5.7,8.7
2023,06,10,22,7.1,9.1
2023,06,10,23,5.9,8.4
2023,06,11,00,6.5,8.5
2023,06,11,01,5.4,9.8
2023,06,11,02,7.3,10.2
2023,06,11,03,7.9,10.3
2023,06,11,04,9.3,10.5
2023,06,11,05,7.5,10.3
2023,06,11,06,6.2,10.1
2023,06,11,07,7.3,10.3
2023,06,11,08,7.1,10.2
2023,06,11,09,6.7,10.2
2023,06,11,10,5.9,10.5
2023,06,11,11,5.1,11.4
2023,06,11,12,3.4,11.5
2023,06,11,13,5.1,11.8
2023,06,11,14,6.4,10.8
2023,06,11,15,6.0,11.3
2023,06,11,16,6.8,12.1
2023,06,11,17,9.0,11.8
2023,06,11,18,9.8,13.0
2023,06,11,19,9.2,12.9
2023,06,11,20,8.8,13.8
2023,06,11,21,8.9,13.0
2023,06,11,22,8.8,12.4
2023,06,11,23,7.6,12.8
2023,06,12,00,4.8,12.2
2023,06,12,01,3.9,11.8
2023,06,12,02,4.3,11.6
2023,06,12,03,5.6,12.9
2023,06,12,04,6.0,12.9
2023,06,12,05,4.3,12.7
2023,06,12,06,5.5,13.2
2023,06,12,07,3.9,12.7
2023,06,12,08,3.0,12.8
2023,06,12,09,4.5,13.5
2023,06,12,10,5.9,13.8
2023,06,12,11,5.8,14.0
2023,06,12,12,4.1,13.9
2023,06,12,13,3.0,14.1
2023,06,12,14,5.5,13.3
2023,06,12,15,6.5,12.9
2023,06,12,16,5.8,13.6
2023,06,12,17,6.5,14.5
2023,06,12,18,5.4,14.8
2023,06,12,19,6.3,14.3
2023,06,12,20,5.9,14.1
2023,06,12,21,5.6,14.8
2023,06,12,22,5.3,14.5
2023,06,12,23,7.6,14.2
2023,06,13,00,6.5,13.4
2023,06,13,01,6.3,13.4
2023,06,13,02,4.0,12.1
2023,06,13,03,3.1,11.8
2023,06,13,04,5.7,13.3
2023,06,13,05,3.2,12.5
2023,06,13,06,3.1,11.4
2023,06,13,07,5.8,11.3
2023,06,13,08,6.3,11.5
2023,06,13,09,8.0,12.0
2023,06,13,10,5.7,11.5
2023,06,13,11,6.6,10.7
2023,06,13,12,6.2,10.4
2023,06,13,13,5.8,10.5
2023,06,13,14,5.0,10.8
2023,06,13,15,5.1,10.6
2023,06,13,16,4.5,10.4
2023,06,13,17,5.7,10.5
2023,06,13,18,7.6,10.4
2023,06,13,19,6.4,10.7
2023,06,13,20,6.4,11.1
2023,06,13,21,6.7,11.2
2023,06,13,22,5.9,11.6
2023,06,13,23,5.9,11.0
2023,06,14,00,5.7,10.6
2023,06,14,01,4.7,10.8
2023,06,14,02,5.7,10.4
2023,06,14,03,6.1,10.5
2023,06,14,04,7.2,10.8
2023,06,14,05,7.5,11.0
2023,06,14,06,5.4,10.7
2023,06,14,07,4.5,10.5
2023,06,14,08,4.1,10.3
2023,06,14,09,2.1,10.2
2023,06,14,10,3.1,10.4
2023,06,14,11,2.8,10.2
2023,06,14,12,3.4,10.2
2023,06,14,13,1.0,10.7
2023,06,14,14,0.0,10.8
2023,06,14,15,1.1,11.1
2023,06,14,16,0.3,12.3
2023,06,14,17,2.7,11.3
2023,06,14,18,4.9,10.8
2023,06,14,19,2.4,11.0
2023,06,14,20,4.8,13.1
2023,06,14,21,6.6,11.9
2023,06,14,22,6.4,11.2
2023,06,14,23,6.4,10.6
2023,06,15,00,6.3,11.0
2023,06,15,01,4.8,10.6
2023,06,15,02,4.2,10.9
2023,06,15,03,5.1,10.5
2023,06,15,04,4.6,10.4
2023,06,15,05,5.3,11.2
2023,06,15,06,3.4,12.4
2023,06,15,07,4.4,12.9
2023,06,15,08,5.8,11.7
2023,06,15,09,5.7,12.3
2023,06,15,10,2.2,11.7
2023,06,15,11,4.1,12.2
2023,06,15,12,5.0,12.2
2023,06,15,13,5.9,11.7
2023,06,15,14,6.1,11.8
2023,06,15,15,4.7,12.0
2023,06,15,16,2.3,13.2
2023,06,15,17,2.8,13.0
2023,06,15,18,2.9,11.7
2023,06,15,19,1.9,12.2
2023,06,15,20,2.2,11.5
2023,06,15,21,1.7,11.6
2023,06,15,22,1.7,10.7
2023,06,15,23,1.2,10.7
2023,06,16,00,0.0,11.7
2023,06,16,01,3.5,10.6
2023,06,16,02,5.1,10.8
2023,06,16,03,4.9,10.1
2023,06,16,04,5.3,10.2
2023,06,16,05,5.5,11.0
2023,06,16,06,5.1,11.4
2023,06,16,07,5.7,11.6
2023,06,16,08,5.6,12.5
2023,06,16,09,2.9,12.5
2023,06,16,10,1.5,11.8
2023,06,16,11,3.4,10.6
2023,06,16,12,3.3,9.6
2023,06,16,13,3.0,9.7
2023,06,16,14,1.2,10.7
2023,06,16,15,1.0,11.3
2023,06,16,16,0.8,12.8
2023,06,16,17,2.6,14.2
2023,06,16,18,2.7,15.0
2023,06,16,19,2.8,15.9
2023,06,16,20,2.8,16.4
2023,06,16,21,1.8,15.7
2023,06,16,22,1.8,16.4
2023,06,16,23,3.9,14.4
2023,06,17,00,1.3,13.6
2023,06,17,01,2.0,13.8
2023,06,17,02,1.5,13.8
2023,06,17,03,4.7,13.6
2023,06,17,04,5.9,13.0
2023,06,17,05,6.8,14.3
2023,06,17,06,5.9,12.7
2023,06,17,07,6.9,12.4
2023,06,17,08,7.2,12.3
2023,06,17,09,3.7,11.8
2023,06,17,10,5.6,10.7
2023,06,17,11,7.1,10.1
2023,06,17,12,8.4,9.7
2023,06,17,13,9.9,9.5
2023,06,17,14,8.9,9.5
2023,06,17,15,10.1,9.9
2023,06,17,16,9.3,9.9
2023,06,17,17,10.8,9.7
2023,06,17,18,11.0,9.7
2023,06,17,19,11.0,9.9
2023,06,17,20,11.0,10.1
2023,06,17,21,13.4,10.4
2023,06,17,22,14.3,10.7
2023,06,17,23,11.8,11.4
2023,06,18,00,14.2,11.4
2023,06,18,01,13.3,10.6
2023,06,18,02,13.6,10.3
2023,06,18,03,14.3,10.3
2023,06,18,04,15.5,10.0
2023,06,18,05,16.6,9.9
2023,06,18,06,13.8,9.6
2023,06,18,07,14.1,9.5
2023,06,18,08,13.5,9.4
2023,06,18,09,14.7,9.2
2023,06,18,10,12.7,9.2
2023,06,18,11,11.3,9.4
2023,06,18,12,9.3,9.5
2023,06,18,13,8.2,9.5
2023,06,18,14,8.9,9.3
2023,06,18,15,9.1,9.2
2023,06,18,16,8.0,9.5
2023,06,18,17,7.5,10.0
2023,06,18,18,5.5,10.4
2023,06,18,19,4.5,11.2
2023,06,18,20,4.9,11.6
2023,06,18,21,4.5,11.7
2023,06,18,22,3.2,11.4
2023,06,18,23,6.3,12.0
2023,06,19,00,6.6,11.3
2023,06,19,01,7.2,11.3
2023,06,19,02,7.7,11.3
2023,06,19,03,5.9,11.6
2023,06,19,04,6.5,11.1
2023,06,19,05,5.5,11.0
2023,06,19,06,6.4,10.6
2023,06,19,07,5.8,10.2
2023,06,19,08,3.9,10.1
2023,06,19,09,5.3,10.1
2023,06,19,10,4.6,9.6
2023,06,19,11,4.5,9.9
2023,06,19,12,5.5,10.4
2023,06,19,13,5.1,10.3
2023,06,19,14,4.0,10.3
2023,06,19,15,0.8,10.5
2023,06,19,16,0.4,11.9
2023,06,19,17,1.2,12.5
2023,06,19,18,0.4,13.3
2023,06,19,19,0.8,13.7
2023,06,19,20,2.3,15.7
2023,06,19,21,3.9,13.3
2023,06,19,22,4.7,11.4
2023,06,19,23,4.3,11.8
2023,06,20,00,4.6,11.1
2023,06,20,01,5.0,11.2
2023,06,20,02,3.9,11.3
2023,06,20,03,5.5,11.2
2023,06,20,04,5.2,11.0
2023,06,20,05,4.9,11.0
2023,06,20,06,4.9,11.3
2023,06,20,07,3.1,11.3
2023,06,20,08,2.4,11.4
2023,06,20,09,3.1,11.4
2023,06,20,10,2.4,11.4
2023,06,20,11,1.0,12.1
2023,06,20,12,2.6,12.3
2023,06,20,13,2.6,12.9
2023,06,20,14,4.6,12.0
2023,06,20,15,5.1,11.3
2023,06,20,16,3.7,12.0
2023,06,20,17,4.5,11.8
2023,06,20,18,2.9,11.8
2023,06,20,19,0.7,11.9
2023,06,20,20,0.0,12.9
2023,06,20,21,2.5,11.8
2023,06,20,22,0.5,12.0
2023,06,20,23,0.5,12.6
2023,06,21,00,3.4,10.8
2023,06,21,01,2.5,11.3
2023,06,21,02,1.3,11.5
2023,06,21,03,2.7,11.7
2023,06,21,04,3.8,11.7
2023,06,21,05,3.6,11.8
2023,06,21,06,3.2,10.6
2023,06,21,07,3.7,10.2
2023,06,21,08,2.9,10.0
2023,06,21,09,2.1,10.4
2023,06,21,10,1.2,10.0
2023,06,21,11,1.3,10.8
2023,06,21,12,1.5,10.9
2023,06,21,13,1.0,12.4
2023,06,21,14,0.1,14.6
2023,06,21,15,0.3,14.3
2023,06,21,16,0.5,15.7
2023,06,21,17,2.2,16.5
2023,06,21,18,3.0,16.7
2023,06,21,19,4.5,13.9
2023,06,21,20,6.3,14.6
2023,06,21,21,6.2,13.6
2023,06,21,22,6.8,12.5
2023,06,21,23,6.5,11.9
2023,06,22,00,5.7,11.6
2023,06,22,01,6.5,11.7
2023,06,22,02,5.6,11.6
2023,06,22,03,5.7,11.8
2023,06,22,04,5.6,11.5
2023,06,22,05,6.3,12.1
2023,06,22,06,5.5,11.8
2023,06,22,07,6.2,13.1
2023,06,22,08,5.1,11.9
2023,06,22,09,5.8,12.7
2023,06,22,10,4.8,10.7
2023,06,22,11,5.3,10.8
2023,06,22,12,4.9,11.4
2023,06,22,13,6.2,11.2
2023,06,22,14,5.8,11.9
2023,06,22,15,5.0,12.7
2023,06,22,16,4.9,13.2
2023,06,22,17,5.1,13.7
2023,06,22,18,5.8,14.3
2023,06,22,19,6.3,14.5
2023,06,22,20,4.6,13.8
2023,06,22,21,4.7,14.5
2023,06,22,22,6.8,14.1
2023,06,22,23,5.0,13.7
2023,06,23,00,4.1,13.8
2023,06,23,01,5.2,13.1
2023,06,23,02,5.7,12.5
2023,06,23,03,5.5,12.2
2023,06,23,04,5.1,12.4
2023,06,23,05,3.6,12.9
2023,06,23,06,1.8,12.6
2023,06,23,07,1.4,12.5
2023,06,23,08,0.2,11.1
2023,06,23,09,1.0,11.8
2023,06,23,10,1.7,12.3
2023,06,23,11,2.4,15.2
2023,06,23,12,2.7,12.8
2023,06,23,13,2.3,13.1
2023,06,23,14,1.0,13.3
2023,06,23,15,1.3,14.8
2023,06,23,16,0.1,15.5
2023,06,23,17,2.0,17.3
2023,06,23,18,3.0,16.8
2023,06,23,19,3.2,16.9
2023,06,23,20,4.8,16.0
2023,06,23,21,5.9,14.9
2023,06,23,22,7.4,14.5
2023,06,23,23,7.7,14.2
2023,06,24,00,6.6,14.1
2023,06,24,01,5.7,13.5
2023,06,24,02,6.9,13.1
2023,06,24,03,7.4,12.8
2023,06,24,04,6.1,12.3
2023,06,24,05,4.2,11.9
2023,06,24,06,5.0,12.6
2023,06,24,07,3.9,12.6
2023,06,24,08,3.9,13.0
2023,06,24,09,6.5,13.4
2023,06,24,10,6.3,13.2
2023,06,24,11,7.9,13.6
2023,06,24,12,6.9,13.7
2023,06,24,13,6.0,14.8
2023,06,24,14,6.0,14.7
2023,06,24,15,2.2,15.5
2023,06,24,16,3.0,14.9
2023,06,24,17,1.7,16.1
2023,06,24,18,1.5,14.8
2023,06,24,19,2.6,15.1
2023,06,24,20,3.8,14.8
2023,06,24,21,6.1,14.1
2023,06,24,22,4.8,14.4
2023,06,24,23,4.9,14.3
2023,06,25,00,6.7,14.5
2023,06,25,01,5.9,14.4
2023,06,25,02,6.6,14.1
2023,06,25,03,7.3,13.8
2023,06,25,04,5.2,13.7
2023,06,25,05,7.6,14.2
2023,06,25,06,11.1,14.1
2023,06,25,07,7.1,13.2
2023,06,25,08,9.0,13.6
2023,06,25,09,9.0,13.1
2023,06,25,10,8.9,13.3
2023,06,25,11,8.0,12.6
2023,06,25,12,6.0,12.7
2023,06,25,13,5.5,13.2
2023,06,25,14,5.1,12.6
2023,06,25,15,7.6,13.8
2023,06,25,16,7.1,13.5
2023,06,25,17,6.3,13.6
2023,06,25,18,8.0,14.2
2023,06,25,19,5.5,13.8
2023,06,25,20,5.7,14.8
2023,06,25,21,5.5,14.6
2023,06,25,22,8.0,13.7
2023,06,25,23,5.4,13.7
2023,06,26,00,5.4,14.2
2023,06,26,01,6.2,14.4
2023,06,26,02,4.3,14.9
2023,06,26,03,3.0,14.4
2023,06,26,04,3.4,14.5
2023,06,26,05,5.8,13.6
2023,06,26,06,3.1,13.7
2023,06,26,07,4.5,13.7
2023,06,26,08,3.6,13.5
2023,06,26,09,6.8,12.2
2023,06,26,10,5.4,11.8
2023,06,26,11,6.9,10.7
2023,06,26,12,8.9,11.0
2023,06,26,13,9.4,11.1
2023,06,26,14,8.4,11.1
2023,06,26,15,8.6,10.9
2023,06,26,16,8.4,10.9
2023,06,26,17,8.1,10.9
2023,06,26,18,8.7,10.6
2023,06,26,19,9.2,10.7
2023,06,26,20,8.3,10.9
2023,06,26,21,6.0,11.2
2023,06,26,22,6.0,11.2
2023,06,26,23,5.4,12.0
2023,06,27,00,5.6,12.3
2023,06,27,01,5.5,11.5
2023,06,27,02,7.0,11.7
2023,06,27,03,6.3,12.1
2023,06,27,04,6.8,12.3
2023,06,27,05,7.6,12.2
2023,06,27,06,8.0,12.5
2023,06,27,07,9.6,13.7
2023,06,27,08,7.6,13.7
2023,06,27,09,8.5,13.5
2023,06,27,10,7.8,13.1
2023,06,27,11,7.5,13.3
2023,06,27,12,4.9,14.2
2023,06,27,13,6.9,14.1
2023,06,27,14,10.3,14.1
2023,06,27,15,8.5,14.4
2023,06,27,16,8.1,14.6
2023,06,27,17,7.0,14.9
2023,06,27,18,7.7,14.5
2023,06,27,19,4.0,13.9
2023,06,27,20,5.9,14.8
2023,06,27,21,7.5,14.4
2023,06,27,22,11.1,14.3
2023,06,27,23,10.3,14.3
2023,06,28,00,10.2,14.4
2023,06,28,01,11.3,14.2
2023,06,28,02,11.3,14.1
2023,06,28,03,10.6,14.0
2023,06,28,04,11.5,14.7
2023,06,28,05,9.8,15.1
2023,06,28,06,9.4,13.8
2023,06,28,07,9.1,13.7
2023,06,28,08,9.5,13.6
2023,06,28,09,9.3,13.3
2023,06,28,10,9.5,13.4
2023,06,28,11,10.2,13.2
2023,06,28,12,8.1,14.1
2023,06,28,13,9.7,13.7
2023,06,28,14,9.2,14.0
2023,06,28,15,11.5,14.7
2023,06,28,16,8.2,14.3
2023,06,28,17,9.5,15.0
2023,06,28,18,12.0,15.5
2023,06,28,19,11.4,15.1
2023,06,28,20,9.9,14.9
2023,06,28,21,9.5,14.8
2023,06,28,22,10.0,14.5
2023,06,28,23,10.6,14.3
2023,06,29,00,10.6,14.2
2023,06,29,01,10.9,14.0
2023,06,29,02,12.2,14.2
2023,06,29,03,11.3,14.1
2023,06,29,04,10.2,13.8
2023,06,29,05,10.3,14.0
2023,06,29,06,9.6,13.7
2023,06,29,07,8.5,13.4
2023,06,29,08,7.7,13.2
2023,06,29,09,7.6,13.0
2023,06,29,10,7.8,13.5
2023,06,29,11,8.4,13.5
2023,06,29,12,6.7,13.6
2023,06,29,13,7.5,13.6
2023,06,29,14,6.8,14.0
2023,06,29,15,7.5,13.8
2023,06,29,16,8.1,14.0
2023,06,29,17,6.9,14.3
2023,06,29,18,7.2,14.5
2023,06,29,19,7.6,13.9
2023,06,29,20,5.9,14.2
2023,06,29,21,5.1,14.3
2023,06,29,22,3.6,14.4
2023,06,29,23,4.7,13.8
2023,06,30,00,6.0,13.6
2023,06,30,01,5.3,13.4
2023,06,30,02,7.3,13.5
2023,06,30,03,6.1,13.5
2023,06,30,04,3.8,13.2
2023,06,30,05,2.1,13.3
2023,06,30,06,1.0,12.9
2023,06,30,07,0.3,13.1
2023,06,30,08,1.1,13.5
2023,06,30,09,2.7,13.3
2023,06,30,10,4.0,13.1
2023,06,30,11,3.7,13.5
2023,06,30,12,5.7,13.1
2023,06,30,13,3.0,13.3
2023,06,30,14,3.3,14.3
2023,06,30,15,1.7,13.9
2023,06,30,16,1.5,13.8
2023,06,30,17,1.9,14.3
2023,06,30,18,5.4,13.8
2023,06,30,19,5.2,14.2
2023,06,30,20,5.1,14.3
2023,06,30,21,4.5,14.3
2023,06,30,22,4.9,14.8
2023,06,30,23,4.7,14.2
2023,07,01,00,5.5,14.4
2023,07,01,01,5.6,14.7
2023,07,01,02,6.6,15.0
2023,07,01,03,6.1,14.3
2023,07,01,04,5.9,13.7
2023,07,01,05,5.6,13.7
2023,07,01,06,6.0,13.7
2023,07,01,07,5.7,14.8
2023,07,01,08,5.0,14.8
2023,07,01,09,3.8,14.6
2023,07,01,10,5.9,14.4
2023,07,01,11,5.7,14.1
2023,07,01,12,7.6,14.9
2023,07,01,13,2.9,14.3
2023,07,01,14,2.6,15.0
2023,07,01,15,3.5,16.1
2023,07,01,16,2.4,16.3
2023,07,01,17,1.0,16.9
2023,07,01,18,3.8,16.1
2023,07,01,19,4.9,16.3
2023,07,01,20,4.6,16.9
2023,07,01,21,5.6,16.0
2023,07,01,22,6.6,15.7
2023,07,01,23,5.9,15.2
2023,07,02,00,5.7,14.9
2023,07,02,01,6.8,15.0
2023,07,02,02,5.8,15.0
2023,07,02,03,7.1,15.3
2023,07,02,04,6.4,15.3
2023,07,02,05,6.2,15.3
2023,07,02,06,6.4,15.3
2023,07,02,07,5.6,15.2
2023,07,02,08,6.1,14.9
2023,07,02,09,5.3,14.7
2023,07,02,10,5.8,14.8
2023,07,02,11,7.5,14.2
2023,07,02,12,7.8,14.7
2023,07,02,13,7.3,14.9
2023,07,02,14,7.3,14.6
2023,07,02,15,5.4,15.7
2023,07,02,16,6.4,15.5
2023,07,02,17,4.9,15.4
2023,07,02,18,3.9,15.6
2023,07,02,19,5.0,15.2
2023,07,02,20,3.2,15.6
2023,07,02,21,1.4,15.0
2023,07,02,22,5.3,15.3
2023,07,02,23,7.5,14.5
2023,07,03,00,7.6,14.8
2023,07,03,01,10.8,15.1
2023,07,03,02,10.1,15.1
2023,07,03,03,12.0,16.1
2023,07,03,04,11.5,15.8
2023,07,03,05,12.1,15.6
2023,07,03,06,9.6,15.5
2023,07,03,07,9.9,15.1
2023,07,03,08,9.7,14.5
2023,07,03,09,10.0,14.2
2023,07,03,10,6.9,13.6
2023,07,03,11,4.6,13.8
2023,07,03,12,4.0,14.9
2023,07,03,13,0.6,14.8
2023,07,03,14,0.2,14.3
2023,07,03,15,2.2,13.8
2023,07,03,16,5.1,14.5
2023,07,03,17,6.5,14.9
2023,07,03,18,6.1,13.0
2023,07,03,19,5.8,14.6
2023,07,03,20,4.7,13.0
2023,07,03,21,2.6,12.6
2023,07,03,22,2.3,12.8
2023,07,03,23,1.6,15.6
2023,07,04,00,4.3,14.7
2023,07,04,01,6.0,14.1
2023,07,04,02,4.5,14.5
2023,07,04,03,9.3,14.4
2023,07,04,04,7.5,13.8
2023,07,04,05,7.3,13.4
2023,07,04,06,6.3,12.4
2023,07,04,07,6.9,12.6
2023,07,04,08,6.2,13.3
2023,07,04,09,4.8,14.6
2023,07,04,10,5.3,15.0
2023,07,04,11,5.2,14.5
2023,07,04,12,5.1,16.1
2023,07,04,13,6.5,15.7
2023,07,04,14,5.1,18.3
2023,07,04,15,7.2,14.7
2023,07,04,16,6.9,14.5
2023,07,04,17,6.6,14.9
2023,07,04,18,6.0,15.7
2023,07,04,19,6.5,14.8
2023,07,04,20,6.3,17.4
2023,07,04,21,4.5,17.8
2023,07,04,22,5.7,17.5
2023,07,04,23,6.2,17.1
2023,07,05,00,7.0,15.7
2023,07,05,01,7.1,15.9
2023,07,05,02,5.1,15.7
2023,07,05,03,5.0,17.0
2023,07,05,04,6.6,17.2
2023,07,05,05,5.5,15.2
2023,07,05,06,3.9,14.9
2023,07,05,07,4.2,13.5
2023,07,05,08,5.2,13.5
2023,07,05,09,5.8,14.7
2023,07,05,10,6.4,13.2
2023,07,05,11,6.2,13.6
2023,07,05,12,4.9,12.8
2023,07,05,13,4.6,13.3
2023,07,05,14,4.9,13.5
2023,07,05,15,4.3,13.6
2023,07,05,16,6.0,13.6
2023,07,05,17,5.5,14.2
2023,07,05,18,6.7,14.4
2023,07,05,19,6.4,14.7
2023,07,05,20,5.7,14.4
2023,07,05,21,7.3,14.3
2023,07,05,22,2.9,15.4
2023,07,05,23,3.4,15.7
2023,07,06,00,0.4,15.5
2023,07,06,01,1.8,13.9
2023,07,06,02,1.9,15.5
2023,07,06,03,4.8,15.7
2023,07,06,04,5.3,15.9
2023,07,06,05,6.5,14.6
2023,07,06,06,5.8,14.5
2023,07,06,07,6.9,14.8
2023,07,06,08,6.2,14.6
2023,07,06,09,6.1,14.9
2023,07,06,10,6.3,15.1
2023,07,06,11,5.5,15.7
2023,07,06,12,5.9,16.4
2023,07,06,13,7.7,15.6
2023,07,06,14,6.4,15.8
2023,07,06,15,5.9,16.2
2023,07,06,16,5.8,16.0
2023,07,06,17,8.0,15.9
2023,07,06,18,8.1,16.3
2023,07,06,19,8.1,16.2
2023,07,06,20,7.7,16.9
2023,07,06,21,8.1,16.9
2023,07,06,22,8.1,16.9
2023,07,06,23,5.1,16.9
2023,07,07,00,5.5,16.0
2023,07,07,01,7.7,16.0
2023,07,07,02,9.1,15.9
2023,07,07,03,3.2,13.9
2023,07,07,04,6.7,16.0
2023,07,07,05,6.4,15.1
2023,07,07,06,6.6,15.7
2023,07,07,07,6.8,15.1
2023,07,07,08,7.2,15.1
2023,07,07,09,7.3,15.1
2023,07,07,10,6.9,15.9
2023,07,07,11,5.8,16.3
2023,07,07,12,6.8,15.7
2023,07,07,13,7.2,15.1
2023,07,07,14,6.3,14.6
2023,07,07,15,7.3,15.1
2023,07,07,16,5.2,14.1
2023,07,07,17,4.1,14.4
2023,07,07,18,7.0,15.8
2023,07,07,19,8.1,16.1
2023,07,07,20,8.4,17.2
2023,07,07,21,8.0,15.8
2023,07,07,22,6.4,15.3
2023,07,07,23,5.5,14.6
2023,07,08,00,4.1,15.1
2023,07,08,01,0.6,14.4
2023,07,08,02,5.7,15.4
2023,07,08,03,4.8,16.3
2023,07,08,04,6.7,16.3
2023,07,08,05,6.9,15.6
2023,07,08,06,5.7,14.8
