#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2023 08 09 20 00 272  9.2  9.4 99.00 99.00 99.00 999  998.7  18.7 999.0  13.6 99.0 99.00
2023 08 09 21 00 292  8.1  8.2 99.00 99.00 99.00 999  999.1  18.2 999.0  13.8 99.0 99.00
2023 08 09 22 00 297  5.8  6.0 99.00 99.00 99.00 999  999.7  16.7 999.0  13.6 99.0 99.00
2023 08 09 23 00 266  5.4  5.6 99.00 99.00 99.00 999 1000.7  18.6 999.0  14.1 99.0 99.00
2023 08 10 00 00 276  8.1  8.2 99.00 99.00 99.00 999 1001.2  17.3 999.0  13.5 99.0 99.00
2023 08 10 01 00 274  8.0  8.3 99.00 99.00 99.00 999 1002.0  17.2 999.0  13.5 99.0 99.00
2023 08 10 02 00 266  7.8  8.0 99.00 99.00 99.00 999 1001.9  16.4 999.0  13.1 99.0 99.00
2023 08 10 03 00 270  5.6  5.9 99.00 99.00 99.00 999 1002.2  15.4 999.0  13.0 99.0 99.00
2023 08 10 04 00 283  8.9  9.4 99.00 99.00 99.00 999 1002.2  18.0 999.0  12.8 99.0 99.00
2023 08 10 05 00 253  9.1  9.3 99.00 99.00 99.00 999 1002.4  16.4 999.0  13.0 99.0 99.00
2023 08 10 06 00 233  8.9  9.2 99.00 99.00 99.00 999 1003.1  14.8 999.0  13.4 99.0 99.00
2023 08 10 07 00 244  9.2  9.4 99.00 99.00 99.00 999 1003.0  17.6 999.0  13.3 99.0 99.00
2023 08 10 08 00 223  6.6  7.1 99.00 99.00 99.00 999 1002.8  16.8 999.0  15.2 99.0 99.00
2023 08 10 09 00 240  7.7  8.2 99.00 99.00 99.00 999 1003.3  15.2 999.0  14.3 99.0 99.00
2023 08 10 10 00 250  6.3  6.7 99.00 99.00 99.00 999 1003.6  15.4 999.0  14.2 99.0 99.00
2023 08 10 11 00 239  7.2  7.6 99.00 99.00 99.00 999 1004.0  15.1 999.0  14.4 99.0 99.00
2023 08 10 12 00 253  5.7  5.9 99.00 99.00 99.00 999 1004.2  15.1 999.0  14.3 99.0 99.00
2023 08 10 13 00 239  6.8  7.4 99.00 99.00 99.00 999 1004.6  15.4 999.0  14.7 99.0 99.00
2023 08 10 14 00 249  6.5  6.6 99.00 99.00 99.00 999 1004.9  16.9 999.0  14.8 99.0 99.00
2023 08 10 15 00 241  5.8  6.0 99.00 99.00 99.00 999 1005.2  16.4 999.0  14.7 99.0 99.00
2023 08 10 16 00 225  6.1  6.2 99.00 99.00 99.00 999 1005.3  16.5 999.0  15.1 99.0 99.00
2023 08 10 17 00 228  6.0  6.3 99.00 99.00 99.00 999 1004.9  17.1 999.0  16.2 99.0 99.00
2023 08 10 18 00 210  6.2  6.3 99.00 99.00 99.00 999 1004.7  17.2 999.0  16.1 99.0 99.00
2023 08 10 19 00 192  7.1  7.3 99.00 99.00 99.00 999 1004.4  18.0 999.0  17.2 99.0 99.00
2023 08 10 20 00 176  7.2  7.4 99.00 99.00 99.00 999 1004.2  17.9 999.0  17.1 99.0 99.00
2023 08 10 21 00 184  8.2  8.4 99.00 99.00 99.00 999 1004.3  16.7 999.0  16.5 99.0 99.00
2023 08 10 22 00 178  7.0  7.2 99.00 99.00 99.00 999 1003.9  17.3 999.0  16.9 99.0 99.00
2023 08 10 23 00 176  8.1  8.5 99.00 99.00 99.00 999 1003.8  16.3 999.0  16.2 99.0 99.00
2023 08 11 00 00 172  8.0  8.2 99.00 99.00 99.00 999 1003.7  16.8 999.0  16.6 99.0 99.00
2023 08 11 01 00 163  7.6  7.8 99.00 99.00 99.00 999 1003.3  16.9 999.0  16.8 99.0 99.00
2023 08 11 02 00 159  8.1  8.4 99.00 99.00 99.00 999 1002.9  17.3 999.0  16.9 99.0 99.00
2023 08 11 03 00 167  8.8  9.1 99.00 99.00 99.00 999 1002.5  17.1 999.0  17.1 99.0 99.00
2023 08 11 04 00 175  9.1  9.4 99.00 99.00 99.00 999 1002.1  16.5 999.0  16.5 99.0 99.00
2023 08 11 05 00 164 10.1 10.4 99.00 99.00 99.00 999 1001.6  16.7 999.0  16.7 99.0 99.00
2023 08 11 06 00 166 10.3 10.5 99.00 99.00 99.00 999 1000.9  17.1 999.0  17.1 99.0 99.00
2023 08 11 07 00 191 12.6 13.1 99.00 99.00 99.00 999 1000.2  16.4 999.0  16.4 99.0 99.00
2023 08 11 08 00 158 10.1 10.6 99.00 99.00 99.00 999  999.9  16.2 999.0  16.2 99.0 99.00
2023 08 11 09 00 154  9.9 10.1 99.00 99.00 99.00 999  999.0  16.2 999.0  16.2 99.0 99.00
2023 08 11 10 00 174 10.0 10.2 99.00 99.00 99.00 999  999.0  15.7 999.0  15.7 99.0 99.00
2023 08 11 11 00 196  8.5  8.8 99.00 99.00 99.00 999  999.1  16.1 999.0  16.1 99.0 99.00
2023 08 11 12 00 233  7.4  7.8 99.00 99.00 99.00 999  999.5  14.5 999.0  14.5 99.0 99.00
2023 08 11 13 00 245  7.9  8.2 99.00 99.00 99.00 999 1000.0  14.4 999.0  14.4 99.0 99.00
2023 08 11 14 00 254  8.7  9.3 99.00 99.00 99.00 999 1000.4  14.6 999.0  14.6 99.0 99.00
2023 08 11 15 00 254  7.4  7.6 99.00 99.00 99.00 999 1000.5  15.6 999.0  14.6 99.0 99.00
2023 08 11 16 00 235  6.8  7.2 99.00 99.00 99.00 999 1000.7  15.0 999.0  14.0 99.0 99.00
2023 08 11 17 00 233  8.9  9.3 99.00 99.00 99.00 999 1001.0  15.2 999.0  14.0 99.0 99.00
2023 08 11 18 00 229 10.7 11.6 99.00 99.00 99.00 999 1001.5  15.5 999.0  14.9 99.0 99.00
2023 08 11 19 00 222  9.8 10.4 99.00 99.00 99.00 999 1001.9  15.5 999.0  14.4 99.0 99.00
2023 08 11 20 00 226 11.0 11.7 99.00 99.00 99.00 999 1002.4  15.9 999.0  14.7 99.0 99.00
2023 08 11 21 00 230 10.4 11.2 99.00 99.00 99.00 999 1003.0  16.5 999.0  14.4 99.0 99.00
2023 08 11 22 00 228 10.1 10.9 99.00 99.00 99.00 999 1003.5  16.4 999.0  14.1 99.0 99.00
2023 08 11 23 00 233  9.5 10.0 99.00 99.00 99.00 999 1004.4  16.4 999.0  14.2 99.0 99.00
2023 08 12 00 00 249 11.2 11.9 99.00 99.00 99.00 999 1005.2  17.0 999.0  13.4 99.0 99.00
2023 08 12 01 00 255  9.3  9.5 99.00 99.00 99.00 999 1006.0  18.5 999.0  12.7 99.0 99.00
2023 08 12 02 00 250 10.1 10.4 99.00 99.00 99.00 999 1007.0  18.0 999.0  12.9 99.0 99.00
2023 08 12 03 00 251 10.0 10.3 99.00 99.00 99.00 999 1007.4  16.8 999.0  13.3 99.0 99.00
2023 08 12 04 00 270  9.1  9.5 99.00 99.00 99.00 999 1007.6  17.4 999.0  12.9 99.0 99.00
2023 08 12 05 00 245  7.8  8.0 99.00 99.00 99.00 999 1008.7  16.0 999.0  13.0 99.0 99.00
2023 08 12 06 00 250  9.7 10.3 99.00 99.00 99.00 999 1008.7  17.0 999.0  12.7 99.0 99.00
2023 08 12 07 00 226  9.6  9.9 99.00 99.00 99.00 999 1009.5  15.9 999.0  13.3 99.0 99.00
2023 08 12 08 00 239  6.8  6.8 99.00 99.00 99.00 999 1010.1  15.6 999.0  13.5 99.0 99.00
2023 08 12 09 00 238  6.6  7.0 99.00 99.00 99.00 999 1010.8  15.6 999.0  13.7 99.0 99.00
2023 08 12 10 00 241  7.5  8.1 99.00 99.00 99.00 999 1011.5  15.2 999.0  13.8 99.0 99.00
2023 08 12 11 00 251  8.3  8.8 99.00 99.00 99.00 999 1011.8  15.4 999.0  13.8 99.0 99.00
2023 08 12 12 00 243  7.1  7.2 99.00 99.00 99.00 999 1012.4  15.4 999.0  13.9 99.0 99.00
2023 08 12 13 00 259  5.5  5.8 99.00 99.00 99.00 999 1012.4  15.6 999.0  14.1 99.0 99.00
2023 08 12 14 00 252  4.6  4.8 99.00 99.00 99.00 999 1013.0  15.3 999.0  14.2 99.0 99.00
2023 08 12 15 00 231  4.7  4.8 99.00 99.00 99.00 999 1013.1  16.0 999.0  14.0 99.0 99.00
2023 08 12 16 00 218  6.6  6.8 99.00 99.00 99.00 999 1013.2  15.9 999.0  13.9 99.0 99.00
2023 08 12 17 00 213  5.9  6.2 99.00 99.00 99.00 999 1013.2  16.1 999.0  14.4 99.0 99.00
2023 08 12 18 00 195  7.5  7.8 99.00 99.00 99.00 999 1013.3  17.4 999.0  15.3 99.0 99.00
2023 08 12 19 00 195  7.1  7.3 99.00 99.00 99.00 999 1013.3  17.6 999.0  16.3 99.0 99.00
2023 08 12 20 00 194  6.6  6.8 99.00 99.00 99.00 999 1013.2  18.4 999.0  17.0 99.0 99.00
2023 08 12 21 00 175  7.0  7.2 99.00 99.00 99.00 999 1013.0  17.9 999.0  16.9 99.0 99.00
2023 08 12 22 00 173  7.1  7.2 99.00 99.00 99.00 999 1013.1  18.2 999.0  17.1 99.0 99.00
2023 08 12 23 00 163  5.2  5.3 99.00 99.00 99.00 999 1013.0  17.9 999.0  17.2 99.0 99.00
2023 08 13 00 00 153  5.2  5.4 99.00 99.00 99.00 999 1013.3  17.8 999.0  17.8 99.0 99.00
2023 08 13 01 00 143  5.0  5.1 99.00 99.00 99.00 999 1013.2  17.7 999.0  17.7 99.0 99.00
2023 08 13 02 00 135  5.7  5.9 99.00 99.00 99.00 999 1012.8  17.7 999.0  17.7 99.0 99.00
2023 08 13 03 00 147  5.6  5.8 99.00 99.00 99.00 999 1013.0  17.7 999.0  17.7 99.0 99.00
2023 08 13 04 00 152  5.8  5.9 99.00 99.00 99.00 999 1013.0  17.8 999.0  17.8 99.0 99.00
2023 08 13 05 00 136  5.5  5.7 99.00 99.00 99.00 999 1012.4  17.9 999.0  17.9 99.0 99.00
2023 08 13 06 00 128  7.2  7.4 99.00 99.00 99.00 999 1012.0  17.5 999.0  17.5 99.0 99.00
2023 08 13 07 00 135  8.4  8.7 99.00 99.00 99.00 999 1011.4  17.6 999.0  17.6 99.0 99.00
2023 08 13 08 00 142  9.8 10.3 99.00 99.00 99.00 999 1010.6  17.4 999.0  17.4 99.0 99.00
2023 08 13 09 00 148  8.1  8.5 99.00 99.00 99.00 999 1010.7  17.7 999.0  17.7 99.0 99.00
2023 08 13 10 00 155 10.0 10.3 99.00 99.00 99.00 999 1010.7  18.3 999.0  18.3 99.0 99.00
2023 08 13 11 00 155 10.6 11.0 99.00 99.00 99.00 999 1011.3  18.4 999.0  18.4 99.0 99.00
2023 08 13 12 00 176  9.3  9.7 99.00 99.00 99.00 999 1011.1  18.1 999.0  18.1 99.0 99.00
2023 08 13 13 00 171  8.9  9.4 99.00 99.00 99.00 999 1011.2  17.7 999.0  17.7 99.0 99.00
2023 08 13 14 00 196  8.2  8.8 99.00 99.00 99.00 999 1011.3  17.1 999.0  17.1 99.0 99.00
2023 08 13 15 00 177  9.8 10.2 99.00 99.00 99.00 999 1011.2  18.2 999.0  18.2 99.0 99.00
2023 08 13 16 00 165  9.5  9.8 99.00 99.00 99.00 999 1010.9  18.0 999.0  18.0 99.0 99.00
2023 08 13 17 00 161  9.7 10.2 99.00 99.00 99.00 999 1010.3  18.4 999.0  18.4 99.0 99.00
2023 08 13 18 00 160  9.1  9.4 99.00 99.00 99.00 999 1009.9  18.7 999.0  18.7 99.0 99.00
2023 08 13 19 00 162  8.4  8.8 99.00 99.00 99.00 999 1009.9  18.3 999.0  18.3 99.0 99.00
2023 08 13 20 00 160  7.3  7.6 99.00 99.00 99.00 999 1010.1  17.9 999.0  17.9 99.0 99.00
2023 08 13 21 00 150  7.2  7.7 99.00 99.00 99.00 999 1009.4  18.0 999.0  18.0 99.0 99.00
2023 08 13 22 00 151 10.8 11.2 99.00 99.00 99.00 999 1009.0  18.1 999.0  18.1 99.0 99.00
2023 08 13 23 00 140  5.6  5.8 99.00 99.00 99.00 999 1009.2  17.5 999.0  17.5 99.0 99.00
2023 08 14 00 00 167  4.4  4.5 99.00 99.00 99.00 999 1009.2  18.3 999.0  18.3 99.0 99.00
2023 08 14 01 00 299  1.1  1.2 99.00 99.00 99.00 999 1009.6  17.4 999.0  17.4 99.0 99.00
2023 08 14 02 00 103  1.8  2.4 99.00 99.00 99.00 999 1009.2  16.6 999.0  16.6 99.0 99.00
2023 08 14 03 00 119  2.2  2.4 99.00 99.00 99.00 999 1008.8  16.7 999.0  16.7 99.0 99.00
2023 08 14 04 00 212  3.3  3.4 99.00 99.00 99.00 999 1008.9  17.4 999.0  17.4 99.0 99.00
2023 08 14 05 00 293  5.1  5.4 99.00 99.00 99.00 999 1009.4  14.8 999.0  14.8 99.0 99.00
2023 08 14 06 00 301  5.1  5.5 99.00 99.00 99.00 999 1009.2  16.2 999.0  16.2 99.0 99.00
2023 08 14 07 00 314  5.3  5.6 99.00 99.00 99.00 999 1009.5  16.2 999.0  16.2 99.0 99.00
2023 08 14 08 00 296  4.9  5.1 99.00 99.00 99.00 999 1009.4  16.7 999.0  16.7 99.0 99.00
2023 08 14 09 00 301  5.1  5.3 99.00 99.00 99.00 999 1009.3  16.0 999.0  16.0 99.0 99.00
2023 08 14 10 00 284  6.3  6.6 99.00 99.00 99.00 999 1010.2  14.8 999.0  14.8 99.0 99.00
2023 08 14 11 00 272  3.6  4.0 99.00 99.00 99.00 999 1010.6  14.8 999.0  14.8 99.0 99.00
2023 08 14 12 00 264  3.9  4.0 99.00 99.00 99.00 999 1010.8  15.6 999.0  15.6 99.0 99.00
2023 08 14 13 00 254  4.8  5.1 99.00 99.00 99.00 999 1011.2  15.5 999.0  15.5 99.0 99.00
2023 08 14 14 00 237  5.5  5.8 99.00 99.00 99.00 999 1011.8  16.0 999.0  16.0 99.0 99.00
2023 08 14 15 00 244  6.3  6.5 99.00 99.00 99.00 999 1011.8  16.3 999.0  16.3 99.0 99.00
2023 08 14 16 00 235  6.6  6.8 99.00 99.00 99.00 999 1011.7  16.5 999.0  16.2 99.0 99.00
2023 08 14 17 00 231  6.4  6.5 99.00 99.00 99.00 999 1011.8  17.2 999.0  16.3 99.0 99.00
2023 08 14 18 00 218  7.9  8.2 99.00 99.00 99.00 999 1011.8  16.9 999.0  15.9 99.0 99.00
2023 08 14 19 00 224  8.5  8.8 99.00 99.00 99.00 999 1011.7  16.7 999.0  16.4 99.0 99.00
2023 08 14 20 00 234  9.0  9.2 99.00 99.00 99.00 999 1011.5  17.9 999.0  15.3 99.0 99.00
2023 08 14 21 00 217  6.9  7.4 99.00 99.00 99.00 999 1011.5  17.5 999.0  16.0 99.0 99.00
2023 08 14 22 00 213  8.1  8.4 99.00 99.00 99.00 999 1011.3  18.1 999.0  17.2 99.0 99.00
2023 08 14 23 00 198  7.6  7.9 99.00 99.00 99.00 999 1011.5  16.8 999.0  16.8 99.0 99.00
2023 08 15 00 00 219  7.7  7.8 99.00 99.00 99.00 999 1011.8  17.1 999.0  17.0 99.0 99.00
2023 08 15 01 00 224  7.5  7.7 99.00 99.00 99.00 999 1012.1  16.9 999.0  16.9 99.0 99.00
2023 08 15 02 00 221  5.7  5.8 99.00 99.00 99.00 999 1012.6  16.5 999.0  16.5 99.0 99.00
2023 08 15 03 00 221  3.0  3.3 99.00 99.00 99.00 999 1012.8  16.3 999.0  16.3 99.0 99.00
2023 08 15 04 00 251  5.7  5.8 99.00 99.00 99.00 999 1012.7  16.5 999.0  16.5 99.0 99.00
2023 08 15 05 00 246  5.1  5.2 99.00 99.00 99.00 999 1012.7  16.2 999.0  16.2 99.0 99.00
2023 08 15 06 00 277  5.1  5.3 99.00 99.00 99.00 999 1012.6  17.2 999.0  16.3 99.0 99.00
2023 08 15 07 00 284  3.9  3.9 99.00 99.00 99.00 999 1012.4  17.1 999.0  16.2 99.0 99.00
2023 08 15 08 00 296  3.5  3.6 99.00 99.00 99.00 999 1012.1  18.2 999.0  15.6 99.0 99.00
2023 08 15 09 00 331  2.7  2.7 99.00 99.00 99.00 999 1011.4  18.1 999.0  15.8 99.0 99.00
2023 08 15 10 00   8  2.6  2.7 99.00 99.00 99.00 999 1011.5  18.5 999.0  15.8 99.0 99.00
2023 08 15 11 00  58  1.6  1.8 99.00 99.00 99.00 999 1012.0  17.9 999.0  15.6 99.0 99.00
2023 08 15 12 00  53  2.8  2.9 99.00 99.00 99.00 999 1011.9  17.7 999.0  15.5 99.0 99.00
2023 08 15 13 00  80  2.3  2.3 99.00 99.00 99.00 999 1012.2  18.1 999.0  16.1 99.0 99.00
2023 08 15 14 00 128  2.2  2.3 99.00 99.00 99.00 999 1011.9  18.4 999.0  18.1 99.0 99.00
2023 08 15 15 00 353  0.9  1.0 99.00 99.00 99.00 999 1012.3  17.9 999.0  17.9 99.0 99.00
2023 08 15 16 00  17  2.4  2.5 99.00 99.00 99.00 999 1012.1  17.3 999.0  17.3 99.0 99.00
2023 08 15 17 00  53  2.6  2.6 99.00 99.00 99.00 999 1011.5  17.3 999.0  17.3 99.0 99.00
2023 08 15 18 00  44  4.5  4.7 99.00 99.00 99.00 999 1010.9  16.5 999.0  16.5 99.0 99.00
2023 08 15 19 00  80  4.7  4.8 99.00 99.00 99.00 999 1010.8  17.7 999.0  17.7 99.0 99.00
2023 08 15 20 00  30  4.3  4.4 99.00 99.00 99.00 999 1010.5  16.8 999.0  16.8 99.0 99.00
2023 08 15 21 00  60  3.2  3.3 99.00 99.00 99.00 999 1010.8  17.0 999.0  17.0 99.0 99.00
2023 08 15 22 00  60  3.5  3.7 99.00 99.00 99.00 999 1010.3  17.2 999.0  17.2 99.0 99.00
2023 08 15 23 00  57  2.4  2.6 99.00 99.00 99.00 999 1010.3  17.2 999.0  17.2 99.0 99.00
2023 08 16 00 00   7  2.1  2.3 99.00 99.00 99.00 999 1010.8  16.1 999.0  16.1 99.0 99.00
2023 08 16 01 00  64  1.4  1.5 99.00 99.00 99.00 999 1011.6  16.0 999.0  16.0 99.0 99.00
2023 08 16 02 00 139  1.0  1.1 99.00 99.00 99.00 999 1011.7  16.8 999.0  16.8 99.0 99.00
2023 08 16 03 00 153  0.7  0.7 99.00 99.00 99.00 999 1012.1  16.8 999.0  16.8 99.0 99.00
2023 08 16 04 00 305  0.5  0.6 99.00 99.00 99.00 999 1012.1  16.5 999.0  16.5 99.0 99.00
2023 08 16 05 00 330  0.6  0.8 99.00 99.00 99.00 999 1012.6  15.1 999.0  15.1 99.0 99.00
2023 08 16 06 00 323  0.9  1.0 99.00 99.00 99.00 999 1012.3  15.4 999.0  15.4 99.0 99.00
2023 08 16 07 00 217  0.9  1.0 99.00 99.00 99.00 999 1013.1  15.4 999.0  15.4 99.0 99.00
2023 08 16 08 00 173  1.6  1.7 99.00 99.00 99.00 999 1013.2  16.0 999.0  16.0 99.0 99.00
2023 08 16 09 00 100  0.8  1.0 99.00 99.00 99.00 999 1013.0  16.1 999.0  16.1 99.0 99.00
2023 08 16 10 00  84  2.3  2.7 99.00 99.00 99.00 999 1013.2  16.0 999.0  16.0 99.0 99.00
2023 08 16 11 00 112  2.8  3.1 99.00 99.00 99.00 999 1013.7  16.2 999.0  16.2 99.0 99.00
2023 08 16 12 00  91  2.7  2.8 99.00 99.00 99.00 999 1014.1  16.3 999.0  16.3 99.0 99.00
2023 08 16 13 00  91  2.3  2.4 99.00 99.00 99.00 999 1015.1  16.4 999.0  16.4 99.0 99.00
2023 08 16 14 00  74  1.3  1.5 99.00 99.00 99.00 999 1015.4  16.6 999.0  16.6 99.0 99.00
2023 08 16 15 00  81  0.1  0.3 99.00 99.00 99.00 999 1015.8  17.0 999.0  17.0 99.0 99.00
2023 08 16 16 00  10  3.9  4.1 99.00 99.00 99.00 999 1015.7  14.9 999.0  14.9 99.0 99.00
2023 08 16 17 00  25  4.1  4.4 99.00 99.00 99.00 999 1015.9  14.1 999.0  14.1 99.0 99.00
2023 08 16 18 00  34  3.4  3.8 99.00 99.00 99.00 999 1016.0  14.3 999.0  14.3 99.0 99.00
2023 08 16 19 00  30  3.1  3.3 99.00 99.00 99.00 999 1015.9  14.6 999.0  14.6 99.0 99.00
2023 08 16 20 00  52  2.9  3.2 99.00 99.00 99.00 999 1015.9  15.5 999.0  15.5 99.0 99.00
2023 08 16 21 00  72  3.1  3.4 99.00 99.00 99.00 999 1015.6  15.8 999.0  15.8 99.0 99.00
2023 08 16 22 00 104  0.1  0.4 99.00 99.00 99.00 999 1015.9  17.1 999.0  17.1 99.0 99.00
2023 08 16 23 00  57  1.2  1.4 99.00 99.00 99.00 999 1015.7  16.5 999.0  16.5 99.0 99.00
2023 08 17 00 00 340  0.2  0.3 99.00 99.00 99.00 999 1016.5  15.8 999.0  15.8 99.0 99.00
2023 08 17 01 00  24  1.8  2.1 99.00 99.00 99.00 999 1016.8  15.3 999.0  15.3 99.0 99.00
2023 08 17 02 00  94  1.9  2.0 99.00 99.00 99.00 999 1017.3  16.3 999.0  16.3 99.0 99.00
2023 08 17 03 00 320  0.6  1.1 99.00 99.00 99.00 999 1017.4  16.2 999.0  16.2 99.0 99.00
2023 08 17 04 00  98  0.8  1.3 99.00 99.00 99.00 999 1017.4  16.0 999.0  16.0 99.0 99.00
2023 08 17 05 00 155  2.2  2.7 99.00 99.00 99.00 999 1017.3  17.1 999.0  17.1 99.0 99.00
2023 08 17 06 00 171  2.2  2.4 99.00 99.00 99.00 999 1017.2  17.5 999.0  17.5 99.0 99.00
2023 08 17 07 00 119  1.6  1.9 99.00 99.00 99.00 999 1017.3  17.4 999.0  17.4 99.0 99.00
2023 08 17 08 00 102  2.1  2.1 99.00 99.00 99.00 999 1017.0  17.4 999.0  17.4 99.0 99.00
2023 08 17 09 00  82  2.1  2.5 99.00 99.00 99.00 999 1017.4  16.5 999.0  16.5 99.0 99.00
2023 08 17 10 00  43  2.9  3.0 99.00 99.00 99.00 999 1017.7  16.4 999.0  16.4 99.0 99.00
2023 08 17 11 00  81  6.2  6.3 99.00 99.00 99.00 999 1018.1  16.9 999.0  16.9 99.0 99.00
2023 08 17 12 00  92  6.5  6.6 99.00 99.00 99.00 999 1018.3  17.1 999.0  17.1 99.0 99.00
2023 08 17 13 00  78  6.4  6.6 99.00 99.00 99.00 999 1018.2  17.2 999.0  17.2 99.0 99.00
2023 08 17 14 00  78  5.8  6.0 99.00 99.00 99.00 999 1018.5  17.9 999.0  17.4 99.0 99.00
2023 08 17 15 00  87  4.9  5.4 99.00 99.00 99.00 999 1018.1  18.4 999.0  17.6 99.0 99.00
2023 08 17 16 00  81  5.8  6.5 99.00 99.00 99.00 999 1017.9  18.6 999.0  18.1 99.0 99.00
2023 08 17 17 00  84  5.1  5.6 99.00 99.00 99.00 999 1017.7  18.4 999.0  18.4 99.0 99.00
2023 08 17 18 00  96  5.3  5.7 99.00 99.00 99.00 999 1017.3  18.6 999.0  18.6 99.0 99.00
2023 08 17 19 00  93  6.3  6.5 99.00 99.00 99.00 999 1017.2  18.2 999.0  18.2 99.0 99.00
2023 08 17 20 00  99  6.0  6.5 99.00 99.00 99.00 999 1016.8  18.2 999.0  18.2 99.0 99.00
2023 08 17 21 00 118  6.7  7.2 99.00 99.00 99.00 999 1016.6  18.3 999.0  18.3 99.0 99.00
2023 08 17 22 00 119  5.9  6.4 99.00 99.00 99.00 999 1016.3  18.0 999.0  18.0 99.0 99.00
2023 08 17 23 00 106  5.7  6.0 99.00 99.00 99.00 999 1015.7  17.8 999.0  17.8 99.0 99.00
2023 08 18 00 00  86  5.3  5.6 99.00 99.00 99.00 999 1015.3  17.7 999.0  17.7 99.0 99.00
2023 08 18 01 00  98  8.0  8.5 99.00 99.00 99.00 999 1015.1  17.6 999.0  17.6 99.0 99.00
2023 08 18 02 00 107  7.2  7.7 99.00 99.00 99.00 999 1015.1  17.6 999.0  17.6 99.0 99.00
2023 08 18 03 00 109  8.1  8.5 99.00 99.00 99.00 999 1014.3  17.7 999.0  17.7 99.0 99.00
2023 08 18 04 00 112  7.8  8.5 99.00 99.00 99.00 999 1013.9  17.7 999.0  17.7 99.0 99.00
2023 08 18 05 00 105  5.9  6.3 99.00 99.00 99.00 999 1013.0  18.0 999.0  18.0 99.0 99.00
2023 08 18 06 00 103  6.4  6.7 99.00 99.00 99.00 999 1011.9  17.8 999.0  17.8 99.0 99.00
2023 08 18 07 00 109  6.2  6.8 99.00 99.00 99.00 999 1011.2  18.1 999.0  18.1 99.0 99.00
2023 08 18 08 00 128  4.0  4.2 99.00 99.00 99.00 999 1010.8  18.1 999.0  18.1 99.0 99.00
2023 08 18 09 00 155  2.5  2.8 99.00 99.00 99.00 999 1010.7  18.2 999.0  18.2 99.0 99.00
2023 08 18 10 00 112  3.3  3.4 99.00 99.00 99.00 999 1010.3  18.5 999.0  18.5 99.0 99.00
2023 08 18 11 00 109  3.7  3.8 99.00 99.00 99.00 999 1009.8  18.7 999.0  18.7 99.0 99.00
2023 08 18 12 00  90  5.0  5.1 99.00 99.00 99.00 999 1009.1  18.7 999.0  18.7 99.0 99.00
2023 08 18 13 00  83  4.4  4.4 99.00 99.00 99.00 999 1008.8  18.8 999.0  18.8 99.0 99.00
2023 08 18 14 00  89  4.2  4.5 99.00 99.00 99.00 999 1008.4  18.9 999.0  18.9 99.0 99.00
2023 08 18 15 00 109  7.1  7.4 99.00 99.00 99.00 999 1007.9  19.0 999.0  19.0 99.0 99.00
2023 08 18 16 00 122  6.2  7.1 99.00 99.00 99.00 999 1007.4  19.1 999.0  19.1 99.0 99.00
2023 08 18 17 00 133  7.2  7.7 99.00 99.00 99.00 999 1006.4  19.4 999.0  19.4 99.0 99.00
2023 08 18 18 00 139  8.7  9.3 99.00 99.00 99.00 999 1005.6  19.5 999.0  19.5 99.0 99.00
2023 08 18 19 00 126 11.3 12.4 99.00 99.00 99.00 999 1004.2  19.4 999.0  19.4 99.0 99.00
2023 08 18 20 00 157 14.9 16.1 99.00 99.00 99.00 999 1004.2  19.9 999.0  19.9 99.0 99.00
2023 08 18 21 00 173 11.6 12.6 99.00 99.00 99.00 999 1003.8  19.3 999.0  19.3 99.0 99.00
2023 08 18 22 00 161  9.6 10.4 99.00 99.00 99.00 999 1003.2  20.1 999.0  20.0 99.0 99.00
2023 08 18 23 00 164  8.6  9.1 99.00 99.00 99.00 999 1003.6  19.3 999.0  19.3 99.0 99.00
2023 08 19 00 00 166  7.9  8.4 99.00 99.00 99.00 999 1003.5  19.0 999.0  19.0 99.0 99.00
2023 08 19 01 00 171  7.0  7.5 99.00 99.00 99.00 999 1003.6  19.0 999.0  19.0 99.0 99.00
2023 08 19 02 00 186  8.1  8.5 99.00 99.00 99.00 999 1004.0  19.0 999.0  19.0 99.0 99.00
2023 08 19 03 00 202  7.1  7.5 99.00 99.00 99.00 999 1004.5  18.8 999.0  18.8 99.0 99.00
2023 08 19 04 00 210  7.3  7.6 99.00 99.00 99.00 999 1004.9  18.2 999.0  18.2 99.0 99.00
2023 08 19 05 00 209  6.7  7.0 99.00 99.00 99.00 999 1005.0  17.5 999.0  17.5 99.0 99.00
2023 08 19 06 00 214  7.9  8.2 99.00 99.00 99.00 999 1005.2  16.8 999.0  16.8 99.0 99.00
2023 08 19 07 00 229  9.7 10.5 99.00 99.00 99.00 999 1005.6  16.5 999.0  16.5 99.0 99.00
2023 08 19 08 00 221  9.1  9.9 99.00 99.00 99.00 999 1005.9  16.5 999.0  16.2 99.0 99.00
2023 08 19 09 00 215 11.2 12.0 99.00 99.00 99.00 999 1006.2  16.5 999.0  15.5 99.0 99.00
2023 08 19 10 00 216  9.2 10.3 99.00 99.00 99.00 999 1007.2  16.4 999.0  15.2 99.0 99.00
