"Time-UTC","MDRM1-Hourly-Air_Temperatures_Deg_F","MDRM1-Hourly-Wind_Speed_mph"
"2022-04-30 23:00:00 UTC","45.7","3"
"2022-05-01 00:00:00 UTC","45.5","3"
"2022-05-01 01:00:00 UTC","44.6","9"
"2022-05-01 02:00:00 UTC","43.7","8"
"2022-05-01 03:00:00 UTC","43.7","6"
"2022-05-01 04:00:00 UTC","44.1","7"
"2022-05-01 05:00:00 UTC","44.4","7"
"2022-05-01 06:00:00 UTC","44.2","0"
"2022-05-01 07:00:00 UTC","44.4","2"
"2022-05-01 08:00:00 UTC","43.3","13"
"2022-05-01 09:00:00 UTC","42.4","9"
"2022-05-01 10:00:00 UTC","42.1","17"
"2022-05-01 11:00:00 UTC","41.4","16"
"2022-05-01 12:00:00 UTC","41.0","16"
"2022-05-01 13:00:00 UTC","41.2","11"
"2022-05-01 14:00:00 UTC","41.9","9"
"2022-05-01 15:00:00 UTC","42.4","5"
"2022-05-01 16:00:00 UTC","44.6","2"
"2022-05-01 17:00:00 UTC","46.4","6"
"2022-05-01 18:00:00 UTC","47.7","7"
"2022-05-01 19:00:00 UTC","46.6","9"
"2022-05-01 20:00:00 UTC","46.9","10"
"2022-05-01 21:00:00 UTC","45.3","14"
"2022-05-01 22:00:00 UTC","44.2","13"
"2022-05-01 23:00:00 UTC","43.7","10"
"2022-05-02 00:00:00 UTC","43.5","9"
"2022-05-02 01:00:00 UTC","43.5","5"
"2022-05-02 02:00:00 UTC","43.3","6"
"2022-05-02 03:00:00 UTC","43.3","6"
"2022-05-02 04:00:00 UTC","43.3","5"
"2022-05-02 05:00:00 UTC","43.2","5"
"2022-05-02 06:00:00 UTC","43.2","6"
"2022-05-02 07:00:00 UTC","43.5","13"
"2022-05-02 08:00:00 UTC","43.5","8"
"2022-05-02 09:00:00 UTC","43.3","8"
"2022-05-02 10:00:00 UTC","43.5","6"
"2022-05-02 11:00:00 UTC","43.9","7"
"2022-05-02 12:00:00 UTC","43.5","13"
"2022-05-02 13:00:00 UTC","43.7","7"
"2022-05-02 14:00:00 UTC","43.3","13"
"2022-05-02 15:00:00 UTC","43.7","10"
"2022-05-02 16:00:00 UTC","43.0","11"
"2022-05-02 17:00:00 UTC","42.6","14"
"2022-05-02 18:00:00 UTC","44.8","13"
"2022-05-02 19:00:00 UTC","46.0","13"
"2022-05-02 20:00:00 UTC","46.0","13"
"2022-05-02 21:00:00 UTC","47.5","10"
"2022-05-02 22:00:00 UTC","49.5","8"
"2022-05-02 23:00:00 UTC","47.8","7"
"2022-05-03 00:00:00 UTC","44.8","7"
"2022-05-03 01:00:00 UTC","44.8","6"
"2022-05-03 02:00:00 UTC","44.6","3"
"2022-05-03 03:00:00 UTC","44.6","5"
"2022-05-03 04:00:00 UTC","44.8","3"
"2022-05-03 05:00:00 UTC","44.6","7"
"2022-05-03 06:00:00 UTC","44.8","7"
"2022-05-03 07:00:00 UTC","44.6","3"
"2022-05-03 08:00:00 UTC","44.1","5"
"2022-05-03 09:00:00 UTC","44.2","5"
"2022-05-03 10:00:00 UTC","44.8","3"
"2022-05-03 11:00:00 UTC","45.7","2"
"2022-05-03 12:00:00 UTC","44.4","8"
"2022-05-03 13:00:00 UTC","44.6","7"
"2022-05-03 14:00:00 UTC","46.4","3"
"2022-05-03 15:00:00 UTC","45.1","8"
"2022-05-03 16:00:00 UTC","45.3","8"
"2022-05-03 17:00:00 UTC","45.5","7"
"2022-05-03 18:00:00 UTC","46.9","5"
"2022-05-03 19:00:00 UTC","46.8","9"
"2022-05-03 20:00:00 UTC","48.0","10"
"2022-05-03 21:00:00 UTC","49.3","8"
"2022-05-03 22:00:00 UTC","48.7","10"
"2022-05-03 23:00:00 UTC","47.5","11"
"2022-05-04 00:00:00 UTC","45.5","11"
"2022-05-04 01:00:00 UTC","45.3","11"
"2022-05-04 02:00:00 UTC","45.0","10"
"2022-05-04 03:00:00 UTC","45.0","11"
"2022-05-04 04:00:00 UTC","44.8","11"
"2022-05-04 05:00:00 UTC","44.6","13"
"2022-05-04 06:00:00 UTC","44.8","14"
"2022-05-04 07:00:00 UTC","44.8","13"
"2022-05-04 08:00:00 UTC","44.6","11"
"2022-05-04 09:00:00 UTC","44.6","11"
"2022-05-04 10:00:00 UTC","44.6","11"
"2022-05-04 11:00:00 UTC","44.8","11"
"2022-05-04 12:00:00 UTC","45.1","15"
"2022-05-04 13:00:00 UTC","45.9","13"
"2022-05-04 14:00:00 UTC","46.9","10"
"2022-05-04 15:00:00 UTC","46.8","14"
"2022-05-04 16:00:00 UTC","46.4","15"
"2022-05-04 17:00:00 UTC","45.7","14"
"2022-05-04 18:00:00 UTC","45.3","15"
"2022-05-04 19:00:00 UTC","45.0","15"
"2022-05-04 20:00:00 UTC","44.6","16"
"2022-05-04 21:00:00 UTC","44.4","17"
"2022-05-04 22:00:00 UTC","44.2","18"
"2022-05-04 23:00:00 UTC","44.4","17"
"2022-05-05 00:00:00 UTC","44.2","20"
"2022-05-05 01:00:00 UTC","43.9","16"
"2022-05-05 02:00:00 UTC","43.9","10"
"2022-05-05 03:00:00 UTC","43.7","13"
"2022-05-05 04:00:00 UTC","43.7","14"
"2022-05-05 05:00:00 UTC","43.5","17"
"2022-05-05 06:00:00 UTC","43.3","17"
"2022-05-05 07:00:00 UTC","43.5","18"
"2022-05-05 08:00:00 UTC","43.7","17"
"2022-05-05 09:00:00 UTC","43.9","13"
"2022-05-05 10:00:00 UTC","44.1","11"
"2022-05-05 11:00:00 UTC","44.1","11"
"2022-05-05 12:00:00 UTC","46.0","17"
"2022-05-05 13:00:00 UTC","45.7","16"
"2022-05-05 14:00:00 UTC","45.7","3"
"2022-05-05 15:00:00 UTC","46.8","13"
"2022-05-05 16:00:00 UTC","48.0","10"
"2022-05-05 17:00:00 UTC","47.1","14"
"2022-05-05 18:00:00 UTC","49.5","18"
"2022-05-05 19:00:00 UTC","48.6","14"
"2022-05-05 20:00:00 UTC","47.7","16"
"2022-05-05 21:00:00 UTC","49.3","11"
"2022-05-05 22:00:00 UTC","49.1","11"
"2022-05-05 23:00:00 UTC","49.6","18"
"2022-05-06 00:00:00 UTC","47.8","20"
"2022-05-06 01:00:00 UTC","47.8","16"
"2022-05-06 02:00:00 UTC","48.7","11"
"2022-05-06 03:00:00 UTC","48.4","14"
"2022-05-06 04:00:00 UTC","50.4","17"
"2022-05-06 05:00:00 UTC","50.0","11"
"2022-05-06 06:00:00 UTC","48.9","10"
"2022-05-06 07:00:00 UTC","47.1","11"
"2022-05-06 08:00:00 UTC","45.1","16"
"2022-05-06 09:00:00 UTC","44.4","10"
"2022-05-06 10:00:00 UTC","44.4","9"
"2022-05-06 11:00:00 UTC","44.2","7"
"2022-05-06 12:00:00 UTC","44.8","6"
"2022-05-06 13:00:00 UTC","46.2","2"
"2022-05-06 14:00:00 UTC","48.9","2"
"2022-05-06 15:00:00 UTC","48.9","5"
"2022-05-06 16:00:00 UTC","48.2","8"
"2022-05-06 17:00:00 UTC","48.2","11"
"2022-05-06 18:00:00 UTC","48.6","10"
"2022-05-06 19:00:00 UTC","48.7","10"
"2022-05-06 20:00:00 UTC","48.0","15"
"2022-05-06 21:00:00 UTC","48.0","15"
"2022-05-06 22:00:00 UTC","47.3","11"
"2022-05-06 23:00:00 UTC","46.8","14"
"2022-05-07 00:00:00 UTC","46.6","15"
"2022-05-07 01:00:00 UTC","46.4","11"
"2022-05-07 02:00:00 UTC","46.4","6"
"2022-05-07 03:00:00 UTC","46.4","3"
"2022-05-07 04:00:00 UTC","45.9","13"
"2022-05-07 05:00:00 UTC","44.6","25"
"2022-05-07 06:00:00 UTC","44.1","29"
"2022-05-07 07:00:00 UTC","43.5","29"
"2022-05-07 08:00:00 UTC","43.0","29"
"2022-05-07 09:00:00 UTC","43.0","26"
"2022-05-07 10:00:00 UTC","42.8","29"
"2022-05-07 11:00:00 UTC","42.3","26"
"2022-05-07 12:00:00 UTC","42.3","25"
"2022-05-07 13:00:00 UTC","42.3","25"
"2022-05-07 14:00:00 UTC","42.1","28"
"2022-05-07 15:00:00 UTC","42.6","23"
"2022-05-07 16:00:00 UTC","43.0","21"
"2022-05-07 17:00:00 UTC","43.7","26"
"2022-05-07 18:00:00 UTC","44.6","26"
"2022-05-07 19:00:00 UTC","45.0","24"
"2022-05-07 20:00:00 UTC","45.5","20"
"2022-05-07 21:00:00 UTC","46.4","18"
"2022-05-07 22:00:00 UTC","46.4","11"
"2022-05-07 23:00:00 UTC","46.2","9"
"2022-05-08 00:00:00 UTC","45.3","7"
"2022-05-08 01:00:00 UTC","45.0","6"
"2022-05-08 02:00:00 UTC","44.1","6"
"2022-05-08 03:00:00 UTC","43.9","8"
"2022-05-08 04:00:00 UTC","43.7","9"
"2022-05-08 05:00:00 UTC","43.9","11"
"2022-05-08 06:00:00 UTC","44.1","10"
"2022-05-08 07:00:00 UTC","44.4","9"
"2022-05-08 08:00:00 UTC","44.2","11"
"2022-05-08 09:00:00 UTC","43.9","16"
"2022-05-08 10:00:00 UTC","43.7","16"
"2022-05-08 11:00:00 UTC","43.9","20"
"2022-05-08 12:00:00 UTC","43.7","17"
"2022-05-08 13:00:00 UTC","43.7","21"
"2022-05-08 14:00:00 UTC","43.5","21"
"2022-05-08 15:00:00 UTC","43.9","20"
"2022-05-08 16:00:00 UTC","43.5","18"
"2022-05-08 17:00:00 UTC","43.9","18"
"2022-05-08 18:00:00 UTC","44.2","20"
"2022-05-08 19:00:00 UTC","45.0","17"
"2022-05-08 20:00:00 UTC","45.3","11"
"2022-05-08 21:00:00 UTC","45.5","11"
"2022-05-08 22:00:00 UTC","45.3","10"
"2022-05-08 23:00:00 UTC","45.1","10"
"2022-05-09 00:00:00 UTC","45.0","13"
"2022-05-09 01:00:00 UTC","45.3","11"
"2022-05-09 02:00:00 UTC","45.0","8"
"2022-05-09 03:00:00 UTC","44.2","8"
"2022-05-09 04:00:00 UTC","43.5","6"
"2022-05-09 05:00:00 UTC","43.2","5"
"2022-05-09 06:00:00 UTC","43.2","2"
"2022-05-09 07:00:00 UTC","42.8","8"
"2022-05-09 08:00:00 UTC","43.3","10"
"2022-05-09 09:00:00 UTC","43.5","15"
"2022-05-09 10:00:00 UTC","43.5","17"
"2022-05-09 11:00:00 UTC","43.2","20"
"2022-05-09 12:00:00 UTC","43.2","20"
"2022-05-09 13:00:00 UTC","43.2","24"
"2022-05-09 14:00:00 UTC","43.5","23"
"2022-05-09 15:00:00 UTC","43.9","23"
"2022-05-09 16:00:00 UTC","44.4","24"
"2022-05-09 17:00:00 UTC","45.3","23"
"2022-05-09 18:00:00 UTC","45.9","22"
"2022-05-09 19:00:00 UTC","45.9","21"
"2022-05-09 20:00:00 UTC","46.4","20"
"2022-05-09 21:00:00 UTC","47.1","20"
"2022-05-09 22:00:00 UTC","47.3","18"
"2022-05-09 23:00:00 UTC","47.3","17"
"2022-05-10 00:00:00 UTC","47.1","17"
"2022-05-10 01:00:00 UTC","",""
"2022-05-10 02:00:00 UTC","46.8","14"
"2022-05-10 03:00:00 UTC","45.3","11"
"2022-05-10 04:00:00 UTC","46.9","14"
"2022-05-10 05:00:00 UTC","46.4","16"
"2022-05-10 06:00:00 UTC","45.9","15"
"2022-05-10 07:00:00 UTC","46.2","17"
"2022-05-10 08:00:00 UTC","45.0","22"
"2022-05-10 09:00:00 UTC","45.7","24"
"2022-05-10 10:00:00 UTC","46.0","23"
"2022-05-10 11:00:00 UTC","45.5","22"
"2022-05-10 12:00:00 UTC","45.0","22"
"2022-05-10 13:00:00 UTC","45.0","22"
"2022-05-10 14:00:00 UTC","45.7","22"
"2022-05-10 15:00:00 UTC","46.2","23"
"2022-05-10 16:00:00 UTC","47.8","26"
"2022-05-10 17:00:00 UTC","48.9","26"
"2022-05-10 18:00:00 UTC","48.7","23"
"2022-05-10 19:00:00 UTC","48.6","24"
"2022-05-10 20:00:00 UTC","49.5","24"
"2022-05-10 21:00:00 UTC","49.1","18"
"2022-05-10 22:00:00 UTC","48.7","15"
"2022-05-10 23:00:00 UTC","48.9","17"
"2022-05-11 00:00:00 UTC","47.7","15"
"2022-05-11 01:00:00 UTC","47.3","11"
"2022-05-11 02:00:00 UTC","46.9","11"
"2022-05-11 03:00:00 UTC","48.0","15"
"2022-05-11 04:00:00 UTC","47.7","15"
"2022-05-11 05:00:00 UTC","47.3","17"
"2022-05-11 06:00:00 UTC","45.9","13"
"2022-05-11 07:00:00 UTC","45.5","16"
"2022-05-11 08:00:00 UTC","45.3","18"
"2022-05-11 09:00:00 UTC","45.1","22"
"2022-05-11 10:00:00 UTC","45.5","20"
"2022-05-11 11:00:00 UTC","45.7","20"
"2022-05-11 12:00:00 UTC","46.0","17"
"2022-05-11 13:00:00 UTC","45.1","18"
"2022-05-11 14:00:00 UTC","45.1","20"
"2022-05-11 15:00:00 UTC","45.7","18"
"2022-05-11 16:00:00 UTC","46.0","18"
"2022-05-11 17:00:00 UTC","46.6","15"
"2022-05-11 18:00:00 UTC","47.1","11"
"2022-05-11 19:00:00 UTC","47.8","10"
"2022-05-11 20:00:00 UTC","",""
"2022-05-11 21:00:00 UTC","49.1","7"
"2022-05-11 22:00:00 UTC","50.4","7"
"2022-05-11 23:00:00 UTC","50.5","9"
"2022-05-12 00:00:00 UTC","48.4","13"
"2022-05-12 01:00:00 UTC","48.6","16"
"2022-05-12 02:00:00 UTC","48.0","11"
"2022-05-12 03:00:00 UTC","46.8","10"
"2022-05-12 04:00:00 UTC","48.0","3"
"2022-05-12 05:00:00 UTC","47.5","8"
"2022-05-12 06:00:00 UTC","46.9","10"
"2022-05-12 07:00:00 UTC","47.1","9"
"2022-05-12 08:00:00 UTC","47.8","6"
"2022-05-12 09:00:00 UTC","50.4","8"
"2022-05-12 10:00:00 UTC","49.6","10"
"2022-05-12 11:00:00 UTC","46.8","13"
"2022-05-12 12:00:00 UTC","48.0","5"
"2022-05-12 13:00:00 UTC","48.4","6"
"2022-05-12 14:00:00 UTC","48.2","2"
"2022-05-12 15:00:00 UTC","49.1","2"
"2022-05-12 16:00:00 UTC","51.3","8"
"2022-05-12 17:00:00 UTC","51.8","11"
"2022-05-12 18:00:00 UTC","50.9","15"
"2022-05-12 19:00:00 UTC","51.1","14"
"2022-05-12 20:00:00 UTC","51.1","14"
"2022-05-12 21:00:00 UTC","51.3","13"
"2022-05-12 22:00:00 UTC","50.7","14"
"2022-05-12 23:00:00 UTC","50.0","14"
"2022-05-13 00:00:00 UTC","49.5","15"
"2022-05-13 01:00:00 UTC","48.4","10"
"2022-05-13 02:00:00 UTC","48.2","10"
"2022-05-13 03:00:00 UTC","48.6","13"
"2022-05-13 04:00:00 UTC","47.5","11"
"2022-05-13 05:00:00 UTC","46.4","15"
"2022-05-13 06:00:00 UTC","46.2","13"
"2022-05-13 07:00:00 UTC","46.0","11"
"2022-05-13 08:00:00 UTC","46.9","10"
"2022-05-13 09:00:00 UTC","47.3","10"
"2022-05-13 10:00:00 UTC","47.7","10"
"2022-05-13 11:00:00 UTC","47.8","10"
"2022-05-13 12:00:00 UTC","48.4","9"
"2022-05-13 13:00:00 UTC","48.7","10"
"2022-05-13 14:00:00 UTC","49.1","17"
"2022-05-13 15:00:00 UTC","49.3","17"
"2022-05-13 16:00:00 UTC","50.5","20"
"2022-05-13 17:00:00 UTC","50.4","18"
"2022-05-13 18:00:00 UTC","50.2","18"
"2022-05-13 19:00:00 UTC","50.4","26"
"2022-05-13 20:00:00 UTC","50.5","22"
"2022-05-13 21:00:00 UTC","49.3","10"
"2022-05-13 22:00:00 UTC","49.3","16"
"2022-05-13 23:00:00 UTC","49.5","10"
"2022-05-14 00:00:00 UTC","50.0","15"
"2022-05-14 01:00:00 UTC","49.6","17"
"2022-05-14 02:00:00 UTC","50.7","21"
"2022-05-14 03:00:00 UTC","50.5","16"
"2022-05-14 04:00:00 UTC","49.6","17"
"2022-05-14 05:00:00 UTC","49.1","15"
"2022-05-14 06:00:00 UTC","50.0","21"
"2022-05-14 07:00:00 UTC","49.5","23"
"2022-05-14 08:00:00 UTC","49.3","21"
"2022-05-14 09:00:00 UTC","48.7","20"
"2022-05-14 10:00:00 UTC","48.6","17"
"2022-05-14 11:00:00 UTC","48.6","18"
"2022-05-14 12:00:00 UTC","49.1","18"
"2022-05-14 13:00:00 UTC","50.2","22"
"2022-05-14 14:00:00 UTC","49.6","20"
"2022-05-14 15:00:00 UTC","50.0","17"
"2022-05-14 16:00:00 UTC","50.5","18"
"2022-05-14 17:00:00 UTC","51.4","18"
"2022-05-14 18:00:00 UTC","52.0","20"
"2022-05-14 19:00:00 UTC","52.5","21"
"2022-05-14 20:00:00 UTC","53.8","23"
"2022-05-14 21:00:00 UTC","53.6","23"
"2022-05-14 22:00:00 UTC","54.0","22"
"2022-05-14 23:00:00 UTC","53.1","17"
"2022-05-15 00:00:00 UTC","52.5","17"
"2022-05-15 01:00:00 UTC","52.3","11"
"2022-05-15 02:00:00 UTC","50.9","5"
"2022-05-15 03:00:00 UTC","50.2","13"
"2022-05-15 04:00:00 UTC","50.4","17"
"2022-05-15 05:00:00 UTC","50.2","20"
"2022-05-15 06:00:00 UTC","49.1","22"
"2022-05-15 07:00:00 UTC","48.9","16"
"2022-05-15 08:00:00 UTC","48.2","17"
"2022-05-15 09:00:00 UTC","48.4","14"
"2022-05-15 10:00:00 UTC","48.9","16"
"2022-05-15 11:00:00 UTC","49.5","17"
"2022-05-15 12:00:00 UTC","49.8","16"
"2022-05-15 13:00:00 UTC","50.0","8"
"2022-05-15 14:00:00 UTC","48.2","7"
"2022-05-15 15:00:00 UTC","48.6","13"
"2022-05-15 16:00:00 UTC","48.2","11"
"2022-05-15 17:00:00 UTC","48.2","14"
"2022-05-15 18:00:00 UTC","48.0","16"
"2022-05-15 19:00:00 UTC","47.8","18"
"2022-05-15 20:00:00 UTC","48.0","20"
"2022-05-15 21:00:00 UTC","47.8","17"
"2022-05-15 22:00:00 UTC","47.7","20"
"2022-05-15 23:00:00 UTC","47.7","22"
"2022-05-16 00:00:00 UTC","47.5","21"
"2022-05-16 01:00:00 UTC","47.5","21"
"2022-05-16 02:00:00 UTC","47.7","21"
"2022-05-16 03:00:00 UTC","47.7","18"
"2022-05-16 04:00:00 UTC","47.7","16"
"2022-05-16 05:00:00 UTC","47.7","16"
"2022-05-16 06:00:00 UTC","47.5","16"
"2022-05-16 07:00:00 UTC","47.3","13"
"2022-05-16 08:00:00 UTC","47.3","14"
"2022-05-16 09:00:00 UTC","47.5","10"
"2022-05-16 10:00:00 UTC","48.0","8"
"2022-05-16 11:00:00 UTC","47.7","9"
"2022-05-16 12:00:00 UTC","48.2","10"
"2022-05-16 13:00:00 UTC","48.4","11"
"2022-05-16 14:00:00 UTC","50.0","5"
"2022-05-16 15:00:00 UTC","49.8","6"
"2022-05-16 16:00:00 UTC","49.1","1"
"2022-05-16 17:00:00 UTC","50.0","2"
"2022-05-16 18:00:00 UTC","51.8","8"
"2022-05-16 19:00:00 UTC","52.7","6"
"2022-05-16 20:00:00 UTC","49.6","8"
"2022-05-16 21:00:00 UTC","49.5","9"
"2022-05-16 22:00:00 UTC","49.3","10"
"2022-05-16 23:00:00 UTC","48.7","9"
"2022-05-17 00:00:00 UTC","48.0","11"
"2022-05-17 01:00:00 UTC","48.6","18"
"2022-05-17 02:00:00 UTC","48.9","21"
"2022-05-17 03:00:00 UTC","49.8","23"
"2022-05-17 04:00:00 UTC","50.9","20"
"2022-05-17 05:00:00 UTC","50.9","10"
"2022-05-17 06:00:00 UTC","51.4","11"
"2022-05-17 07:00:00 UTC","50.4","20"
"2022-05-17 08:00:00 UTC","49.6","17"
"2022-05-17 09:00:00 UTC","49.5","22"
"2022-05-17 10:00:00 UTC","49.6","23"
"2022-05-17 11:00:00 UTC","50.2","23"
"2022-05-17 12:00:00 UTC","50.5","24"
"2022-05-17 13:00:00 UTC","50.5","29"
"2022-05-17 14:00:00 UTC","50.0","28"
"2022-05-17 15:00:00 UTC","50.4","25"
"2022-05-17 16:00:00 UTC","50.7","24"
"2022-05-17 17:00:00 UTC","51.1","26"
"2022-05-17 18:00:00 UTC","52.2","28"
"2022-05-17 19:00:00 UTC","53.4","30"
"2022-05-17 20:00:00 UTC","53.8","26"
"2022-05-17 21:00:00 UTC","54.3","26"
"2022-05-17 22:00:00 UTC","52.9","28"
"2022-05-17 23:00:00 UTC","51.4","24"
"2022-05-18 00:00:00 UTC","50.7","21"
"2022-05-18 01:00:00 UTC","50.4","20"
"2022-05-18 02:00:00 UTC","52.7","20"
"2022-05-18 03:00:00 UTC","53.1","22"
"2022-05-18 04:00:00 UTC","50.9","22"
"2022-05-18 05:00:00 UTC","50.5","22"
"2022-05-18 06:00:00 UTC","49.5","17"
"2022-05-18 07:00:00 UTC","49.8","22"
"2022-05-18 08:00:00 UTC","50.2","32"
"2022-05-18 09:00:00 UTC","48.4","18"
"2022-05-18 10:00:00 UTC","48.0","18"
"2022-05-18 11:00:00 UTC","47.7","17"
"2022-05-18 12:00:00 UTC","48.0","34"
"2022-05-18 13:00:00 UTC","47.3","25"
"2022-05-18 14:00:00 UTC","47.1","16"
"2022-05-18 15:00:00 UTC","48.6","20"
"2022-05-18 16:00:00 UTC","49.3","17"
"2022-05-18 17:00:00 UTC","50.5","18"
"2022-05-18 18:00:00 UTC","50.0","15"
"2022-05-18 19:00:00 UTC","52.5","17"
"2022-05-18 20:00:00 UTC","53.1","14"
"2022-05-18 21:00:00 UTC","52.7","16"
"2022-05-18 22:00:00 UTC","54.0","13"
"2022-05-18 23:00:00 UTC","53.2","14"
"2022-05-19 00:00:00 UTC","56.7","13"
"2022-05-19 01:00:00 UTC","53.6","11"
"2022-05-19 02:00:00 UTC","54.5","10"
"2022-05-19 03:00:00 UTC","52.3","13"
"2022-05-19 04:00:00 UTC","53.1","13"
"2022-05-19 05:00:00 UTC","53.8","9"
"2022-05-19 06:00:00 UTC","53.6","9"
"2022-05-19 07:00:00 UTC","50.9","7"
"2022-05-19 08:00:00 UTC","50.0","10"
"2022-05-19 09:00:00 UTC","48.2","13"
"2022-05-19 10:00:00 UTC","51.1","20"
"2022-05-19 11:00:00 UTC","49.1","14"
"2022-05-19 12:00:00 UTC","48.6","17"
"2022-05-19 13:00:00 UTC","48.4","17"
"2022-05-19 14:00:00 UTC","48.4","18"
"2022-05-19 15:00:00 UTC","47.7","18"
"2022-05-19 16:00:00 UTC","47.7","16"
"2022-05-19 17:00:00 UTC","48.4","16"
"2022-05-19 18:00:00 UTC","49.3","18"
"2022-05-19 19:00:00 UTC","49.8","15"
"2022-05-19 20:00:00 UTC","48.9","16"
"2022-05-19 21:00:00 UTC","48.6","11"
"2022-05-19 22:00:00 UTC","47.5","6"
"2022-05-19 23:00:00 UTC","47.5","8"
"2022-05-20 00:00:00 UTC","46.2","8"
"2022-05-20 01:00:00 UTC","46.6","3"
"2022-05-20 02:00:00 UTC","45.7","6"
"2022-05-20 03:00:00 UTC","45.9","8"
"2022-05-20 04:00:00 UTC","46.2","9"
"2022-05-20 05:00:00 UTC","45.9","9"
"2022-05-20 06:00:00 UTC","45.9","5"
"2022-05-20 07:00:00 UTC","45.7","6"
"2022-05-20 08:00:00 UTC","45.7","8"
"2022-05-20 09:00:00 UTC","45.5","6"
"2022-05-20 10:00:00 UTC","46.0","7"
"2022-05-20 11:00:00 UTC","46.0","6"
"2022-05-20 12:00:00 UTC","46.9","1"
"2022-05-20 13:00:00 UTC","49.8","2"
"2022-05-20 14:00:00 UTC","49.1","1"
"2022-05-20 15:00:00 UTC","49.3","2"
"2022-05-20 16:00:00 UTC","49.6","2"
"2022-05-20 17:00:00 UTC","49.6","11"
"2022-05-20 18:00:00 UTC","50.7","10"
"2022-05-20 19:00:00 UTC","49.3","8"
"2022-05-20 20:00:00 UTC","50.4","7"
"2022-05-20 21:00:00 UTC","51.6","6"
"2022-05-20 22:00:00 UTC","50.4","9"
"2022-05-20 23:00:00 UTC","49.5","13"
"2022-05-21 00:00:00 UTC","49.1","9"
"2022-05-21 01:00:00 UTC","48.7","13"
"2022-05-21 02:00:00 UTC","48.9","13"
"2022-05-21 03:00:00 UTC","48.7","16"
"2022-05-21 04:00:00 UTC","48.7","18"
"2022-05-21 05:00:00 UTC","48.6","20"
"2022-05-21 06:00:00 UTC","47.5","20"
"2022-05-21 07:00:00 UTC","47.5","14"
"2022-05-21 08:00:00 UTC","48.4","16"
"2022-05-21 09:00:00 UTC","48.6","16"
"2022-05-21 10:00:00 UTC","49.5","20"
"2022-05-21 11:00:00 UTC","49.8","18"
"2022-05-21 12:00:00 UTC","50.9","23"
"2022-05-21 13:00:00 UTC","50.7","23"
"2022-05-21 14:00:00 UTC","50.2","21"
"2022-05-21 15:00:00 UTC","50.4","17"
"2022-05-21 16:00:00 UTC","50.2","17"
"2022-05-21 17:00:00 UTC","50.5","18"
"2022-05-21 18:00:00 UTC","51.8","18"
"2022-05-21 19:00:00 UTC","50.7","22"
"2022-05-21 20:00:00 UTC","50.4","21"
"2022-05-21 21:00:00 UTC","50.2","17"
"2022-05-21 22:00:00 UTC","49.5","13"
"2022-05-21 23:00:00 UTC","49.3","10"
"2022-05-22 00:00:00 UTC","50.0","11"
"2022-05-22 01:00:00 UTC","50.9","9"
"2022-05-22 02:00:00 UTC","49.8","6"
"2022-05-22 03:00:00 UTC","48.6","14"
"2022-05-22 04:00:00 UTC","49.5","16"
"2022-05-22 05:00:00 UTC","50.0","8"
"2022-05-22 06:00:00 UTC","50.5","9"
"2022-05-22 07:00:00 UTC","48.6","11"
"2022-05-22 08:00:00 UTC","48.6","16"
"2022-05-22 09:00:00 UTC","48.4","14"
"2022-05-22 10:00:00 UTC","48.7","10"
"2022-05-22 11:00:00 UTC","48.6","9"
"2022-05-22 12:00:00 UTC","47.7","8"
"2022-05-22 13:00:00 UTC","48.2","9"
"2022-05-22 14:00:00 UTC","49.5","6"
"2022-05-22 15:00:00 UTC","52.3","3"
"2022-05-22 16:00:00 UTC","51.8","11"
"2022-05-22 17:00:00 UTC","52.0","14"
"2022-05-22 18:00:00 UTC","53.4","11"
"2022-05-22 19:00:00 UTC","53.1","14"
"2022-05-22 20:00:00 UTC","51.6","5"
"2022-05-22 21:00:00 UTC","55.4","0"
"2022-05-22 22:00:00 UTC","54.5","9"
"2022-05-22 23:00:00 UTC","52.9","8"
"2022-05-23 00:00:00 UTC","50.2","8"
"2022-05-23 01:00:00 UTC","50.0","10"
"2022-05-23 02:00:00 UTC","50.5","10"
"2022-05-23 03:00:00 UTC","52.9","11"
"2022-05-23 04:00:00 UTC","54.9","7"
"2022-05-23 05:00:00 UTC","53.8","6"
"2022-05-23 06:00:00 UTC","55.4","11"
"2022-05-23 07:00:00 UTC","50.2","13"
"2022-05-23 08:00:00 UTC","55.4","16"
"2022-05-23 09:00:00 UTC","56.1","15"
"2022-05-23 10:00:00 UTC","55.8","20"
"2022-05-23 11:00:00 UTC","54.1","16"
"2022-05-23 12:00:00 UTC","52.7","18"
"2022-05-23 13:00:00 UTC","51.6","22"
"2022-05-23 14:00:00 UTC","52.3","21"
"2022-05-23 15:00:00 UTC","52.2","18"
"2022-05-23 16:00:00 UTC","52.3","16"
"2022-05-23 17:00:00 UTC","53.6","13"
"2022-05-23 18:00:00 UTC","54.3","7"
"2022-05-23 19:00:00 UTC","56.8","9"
"2022-05-23 20:00:00 UTC","57.4","10"
"2022-05-23 21:00:00 UTC","58.3","10"
"2022-05-23 22:00:00 UTC","56.7","8"
"2022-05-23 23:00:00 UTC","55.8","15"
"2022-05-24 00:00:00 UTC","54.0","13"
"2022-05-24 01:00:00 UTC","55.8","11"
"2022-05-24 02:00:00 UTC","50.7","10"
"2022-05-24 03:00:00 UTC","52.9","20"
"2022-05-24 04:00:00 UTC","52.2","24"
